cohort,phv,BDCHM_Label,new_bdchm_label
"WHI","phv00169608","Taking centrally acting agents",""
"WHI","phv00169608","Taking diuretics",""
"WHI","phv00170568","Venous thromboembolism",""
"WHI","phv00170570","Venous thromboembolism",""
"WHI","phv00170608","Hypertension treatment",""
"WHI","phv00170650","Venous thromboembolism",""
"WHI","phv00170652","Venous thromboembolism",""
"WHI","phv00170690","Hypertension treatment",""
"WHI","phv00192502","Venous thromboembolism",""
"WHI","phv00192504","Stroke status","Stroke"
"WHI","phv00192507","Stroke status","Stroke"
"WHI","phv00192522","Stroke status","Stroke"
"WHI","phv00192525","Stroke status","Stroke"
"WHI","phv00193140","Stroke status","Stroke"
"WHI","phv00193146","Angina",""
"WHI","phv00193158","History of coronary artery bypass graft",""
"WHI","phv00193170","History of myocardial infarction",""
"WHI","phv00193179","Venous thromboembolism",""
"WHI","phv00193184","Stroke status","Stroke"
"WHI","phv00193187","Stroke status","Stroke"
"WHI","phv00193191","peripheral arterial disease",""
"WHI","phv00193200","History of coronary angioplasty",""
"WHI","phv00193202","Stroke status","Stroke"
"WHI","phv00193205","Stroke status","Stroke"
"WHI","phv00193498","Cause of death",""
"WHI","phv00193504","Angina",""
"WHI","phv00193504","Cause of death",""
"WHI","phv00193504","History of coronary angioplasty",""
"WHI","phv00193504","History of coronary artery bypass graft",""
"WHI","phv00193504","History of myocardial infarction",""
"WHI","phv00193504","peripheral arterial disease",""
"WHI","phv00193505","Angina",""
"WHI","phv00193505","Cause of death",""
"WHI","phv00193505","History of coronary angioplasty",""
"WHI","phv00193505","History of coronary artery bypass graft",""
"WHI","phv00193505","History of myocardial infarction",""
"WHI","phv00193505","peripheral arterial disease",""
"WHI","phv00193631","COPD status","COPD"
"WHI","phv00193632","COPD status",""
"WHI","phv00193668","Hypertension treatment",""
"WHI","phv00193692","Venous thromboembolism",""
"WHI","phv00193694","Venous thromboembolism",""
"WHI","phv00193696","Venous thromboembolism",""
"WHI","phv00193698","Venous thromboembolism",""
"WHI","phv00193704","History of heart failure",""
"WHI","phv00193735","Stroke status","Stroke"
"WHI","phv00193737","Stroke status","Stroke"
"WHI","phv00193741","COPD status","COPD"
"WHI","phv00193742","COPD status",""
"WHI","phv00193780","Hypertension treatment",""
"WHI","phv00193801","Stroke status","Stroke"
"WHI","phv00193802","Stroke status","Stroke"
"WHI","phv00193803","Stroke status","Stroke"
"WHI","phv00193804","Stroke status","Stroke"
"WHI","phv00193805","Stroke status","Stroke"
"WHI","phv00193806","Stroke status","Stroke"
"WHI","phv00193807","Stroke status","Stroke"
"WHI","phv00193808","Stroke status","Stroke"
"WHI","phv00193809","Stroke status","Stroke"
"WHI","phv00193810","Stroke status","Stroke"
"WHI","phv00193811","Stroke status","Stroke"
"WHI","phv00193812","Stroke status","Stroke"
"WHI","phv00193813","Stroke status","Stroke"
"WHI","phv00193814","Stroke status","Stroke"
"WHI","phv00193822","Stroke status","Stroke"
"WHI","phv00193823","Stroke status","Stroke"
"WHI","phv00193824","Stroke status","Stroke"
"WHI","phv00193825","Stroke status","Stroke"
"WHI","phv00193826","Stroke status","Stroke"
"WHI","phv00193827","Stroke status","Stroke"
"WHI","phv00193828","Stroke status","Stroke"
"WHI","phv00193829","Stroke status","Stroke"
"WHI","phv00193830","Stroke status","Stroke"
"WHI","phv00193831","Stroke status","Stroke"
"WHI","phv00193832","Stroke status","Stroke"
"WHI","phv00193833","Stroke status","Stroke"
"WHI","phv00193834","Stroke status","Stroke"
"WHI","phv00193835","Stroke status","Stroke"
"WHI","phv00283510","COPD status","COPD"
"WHI","phv00283533","Stroke status","Stroke"
"WHI","phv00283677","Taking beta blocker","Taking beta blockers"
"WHI","phv00283678","Taking beta blocker","Taking beta blockers"
"WHI","phv00283681","Taking diuretic","Taking diuretics"
"WHI","phv00283682","Taking diuretic","Taking diuretics"
"WHI","phv00283694","Taking diuretic","Taking diuretics"
"WHI","phv00283705","Stroke status","Stroke"
