from,to,cause,why,variable,cohort,before,after
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Sodium intake,JHS,4/18076,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Sodium intake,MESA,14/139521,1/4252
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Sodium intake,WHI,5/538886,1/338044
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,SpO2,ARIC,2/20476,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,SpO2,CHS,8/54446,3/8636
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,SpO2,COPDGene,-,1/7
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,SpO2,FHS,-,1/7865
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,SpO2,HCHS/SOL,-,1/11146
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,SpO2,JHS,1/151080,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,SpO2,MESA,6/14884,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Systolic blood pressure,ARIC,-,67/610251
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Systolic blood pressure,CARDIA,-,10/32760
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Systolic blood pressure,CHS,14/100558,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Systolic blood pressure,COPDGene,-,1/272
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Systolic blood pressure,JHS,-,35/153546
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Systolic blood pressure,MESA,15/142681,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Systolic blood pressure,WHI,-,7/2474002
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,TNFa in blood,CARDIA,1/7164,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,TNFa in blood,FHS,-,2/32164
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,TNFa in blood,MESA,1/8268,5/7447
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,TNFa-R1 in blood,CARDIA,4/5552,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,TNFa-R1 in blood,CHS,1/5063,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,TNFa-R1 in blood,MESA,4/9898,1/2813
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking ACE inhibitors,ARIC,12/235604,10/168194
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking ACE inhibitors,CARDIA,-,4/26022
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking ACE inhibitors,CHS,1/11052,41/308828
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking ACE inhibitors,FHS,-,19/104771
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking ACE inhibitors,HCHS/SOL,1/24560,2/49120
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking ACE inhibitors,JHS,6/37350,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking ACE inhibitors,MESA,3/16508,19/134160
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking ACE inhibitors,WHI,-,2/27014
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking aldosterone receptor blockers,ARIC,-,8/134234
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking aldosterone receptor blockers,CARDIA,-,4/26022
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking aldosterone receptor blockers,CHS,-,1/11052
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking aldosterone receptor blockers,FHS,-,18/134051
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking aldosterone receptor blockers,HCHS/SOL,-,1/24560
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking aldosterone receptor blockers,MESA,-,3/16508
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking aldosterone receptor blockers,WHI,1/7552,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking alpha blockers,ARIC,3/35158,2/57908
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking alpha blockers,CARDIA,-,4/26022
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking alpha blockers,CHS,42/300292,29/187839
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking alpha blockers,FHS,-,14/62181
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking alpha blockers,HCHS/SOL,-,1/24560
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking alpha blockers,MESA,24/175982,19/104747
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking alpha blockers,WHI,2/27006,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking angiotensin receptor blockers,ARIC,-,12/202959
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking angiotensin receptor blockers,CARDIA,4/13138,4/26022
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking angiotensin receptor blockers,CHS,-,27/140904
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking angiotensin receptor blockers,FHS,-,7/30205
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking angiotensin receptor blockers,HCHS/SOL,-,2/49120
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking angiotensin receptor blockers,MESA,1/3789,18/121308
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking angiotensin receptor blockers,WHI,-,2/27026
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking beta blockers,ARIC,16/146723,4/91906
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking beta blockers,CARDIA,3/10519,4/26022
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking beta blockers,CHS,1/5479,17/171140
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking beta blockers,COPDGene,-,3/1454
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking beta blockers,FHS,-,40/335956
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking beta blockers,HCHS/SOL,1/12511,1/24560
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking beta blockers,JHS,11/44564,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking beta blockers,MESA,9/29732,3/16508
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking beta blockers,WHI,1/15771,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking calcium channel blockers,ARIC,25/282890,6/101078
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking calcium channel blockers,CARDIA,7/52069,4/26022
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking calcium channel blockers,CHS,4/14806,86/621052
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking calcium channel blockers,FHS,-,32/214180
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking calcium channel blockers,HCHS/SOL,1/12511,4/99164
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking calcium channel blockers,JHS,12/54448,3/17298
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking calcium channel blockers,MESA,8/29560,43/310242
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking calcium channel blockers,WHI,1/15771,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking centrally acting agents,ARIC,60/177584,2/57908
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking centrally acting agents,CARDIA,4/719,4/26022
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking centrally acting agents,CHS,-,1/11052
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking centrally acting agents,FHS,-,32/203192
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking centrally acting agents,HCHS/SOL,-,1/24560
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking centrally acting agents,MESA,-,3/16508
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking diuretics,ARIC,-,2/57908
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking diuretics,CARDIA,2/1788,4/26022
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking diuretics,CHS,-,1/11052
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking diuretics,HCHS/SOL,-,1/24560
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking diuretics,MESA,-,3/16508
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking diuretics,WHI,1/13602,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking insulin,ARIC,33/2692780,3/12355
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking insulin,CARDIA,22/74514,1/162
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking insulin,CHS,-,16/111216
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking insulin,FHS,-,25/181423
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking insulin,HCHS/SOL,-,3/29132
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking insulin,JHS,1/3711,4/18076
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking insulin,MESA,7/29869,14/139521
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking insulin,WHI,2/680137,5/538886
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking medication for diabetes,ARIC,7/296070,2/20476
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking medication for diabetes,CARDIA,26/1254,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking medication for diabetes,CHS,27/281164,8/54446
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking medication for diabetes,FHS,-,5/36024
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking medication for diabetes,JHS,6/494988,1/151080
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking medication for diabetes,MESA,-,6/14884
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking medication for diabetes,WHI,30/2395576,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking non statin medication,ARIC,5/54809,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking non statin medication,CARDIA,9/30185,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking non statin medication,CHS,6/20915,41/299276
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking non statin medication,FHS,-,60/420878
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking non statin medication,HCHS/SOL,1/12491,3/74600
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking non statin medication,JHS,5/15603,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking non statin medication,MESA,7/28178,24/176478
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking non statin medication,WHI,2/387909,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking oral hypoglycemic agents,ARIC,6/49590,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking oral hypoglycemic agents,CHS,-,14/100558
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking oral hypoglycemic agents,FHS,-,59/366014
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking oral hypoglycemic agents,HCHS/SOL,1/12484,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking oral hypoglycemic agents,MESA,-,15/142681
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking oral hypoglycemic agents,WHI,1/379475,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking statin medication,ARIC,11/69808,12/235604
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking statin medication,CARDIA,2/7205,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking statin medication,CHS,1/5447,1/11052
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking statin medication,FHS,-,10/57623
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking statin medication,HCHS/SOL,1/11722,1/24560
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking statin medication,JHS,1/3377,6/37350
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking statin medication,MESA,2/3656,3/16508
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking statin medication,WHI,1/207828,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking systemic steroids,ARIC,5/201783,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking systemic steroids,CARDIA,3/28581,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking systemic steroids,COPDGene,-,1/518
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking systemic steroids,HCHS/SOL,2/23425,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking systemic steroids,JHS,2/6501,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking systemic steroids,MESA,2/3126,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking systemic steroids,WHI,-,1/7552
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking vasodilators,ARIC,6/19832,3/35158
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking vasodilators,CARDIA,4/12886,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking vasodilators,CHS,4/15296,42/300292
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking vasodilators,FHS,-,23/125514
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking vasodilators,HCHS/SOL,1/12509,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking vasodilators,JHS,8/17665,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking vasodilators,MESA,5/9489,24/175982
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Taking vasodilators,WHI,-,2/27006
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Temperature,ARIC,5/60921,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Temperature,CARDIA,3/10492,4/13138
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Temperature,HCHS/SOL,3/35163,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Temperature,JHS,2/6686,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Temperature,MESA,2/3196,1/3789
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Total cholesterol in blood,ARIC,8/24302,16/146723
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Total cholesterol in blood,CARDIA,3/10787,3/10519
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Total cholesterol in blood,CHS,-,1/5479
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Total cholesterol in blood,FHS,-,60/1453584
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Total cholesterol in blood,HCHS/SOL,1/12420,1/12511
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Total cholesterol in blood,JHS,1/3376,11/44564
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Total cholesterol in blood,MESA,3/8268,9/29732
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Total cholesterol in blood,WHI,-,1/15771
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Triglycerides in blood,ARIC,14/78224,25/282890
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Triglycerides in blood,CARDIA,2/7204,7/52069
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Triglycerides in blood,CHS,1/5447,4/14806
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Triglycerides in blood,FHS,-,39/686928
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Triglycerides in blood,HCHS/SOL,1/12420,1/12511
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Triglycerides in blood,JHS,1/3377,12/54448
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Triglycerides in blood,MESA,2/5512,8/29560
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Triglycerides in blood,WHI,-,1/15771
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Troponin all types,ARIC,9/40483,60/177584
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Troponin all types,CARDIA,2/7205,4/719
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Troponin all types,FHS,-,2/38951
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Troponin all types,HCHS/SOL,1/12420,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Troponin all types,JHS,1/3377,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Troponin all types,MESA,2/5512,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Valvular heart disease,ARIC,5/5713,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Valvular heart disease,CARDIA,2/0,2/1788
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Valvular heart disease,FHS,-,10/47778
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Valvular heart disease,JHS,1/3376,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Valvular heart disease,WHI,-,1/13602
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Vegetables,ARIC,8/78591,33/2692780
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Vegetables,CARDIA,3/10760,22/74514
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Vegetables,FHS,-,224/4664391
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Vegetables,HCHS/SOL,2/23446,-
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Vegetables,JHS,2/6735,1/3711
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Vegetables,MESA,2/3231,7/29869
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Vegetables,WHI,-,2/680137
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Venous thromboembolism,ARIC,19/272006,7/296070
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Venous thromboembolism,CARDIA,27/1926,26/1254
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Venous thromboembolism,CHS,3/32928,27/281164
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Venous thromboembolism,FHS,-,28/76098
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Venous thromboembolism,JHS,7/80948,6/494988
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Venous thromboembolism,WHI,10/938207,30/2395576
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Waist circumference,ARIC,1/14811,5/54809
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Waist circumference,CARDIA,5/6928,9/30185
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Waist circumference,CHS,-,6/20915
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Waist circumference,FHS,-,39/910349
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Waist circumference,HCHS/SOL,-,1/12491
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Waist circumference,JHS,-,5/15603
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Waist circumference,MESA,1/962,7/28178
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Waist circumference,WHI,-,2/387909
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Waist-hip ratio,ARIC,-,6/49590
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Waist-hip ratio,HCHS/SOL,-,1/12484
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,Waist-hip ratio,WHI,-,1/379475
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,White blood cell count,ARIC,-,11/69808
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,White blood cell count,CARDIA,-,2/7205
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,White blood cell count,CHS,-,1/5447
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,White blood cell count,FHS,-,5/120219
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,White blood cell count,HCHS/SOL,-,1/11722
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,White blood cell count,JHS,-,1/3377
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,White blood cell count,MESA,-,2/3656
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,White blood cell count,WHI,-,1/207828
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,basophils count,ARIC,2/6715,5/201783
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,basophils count,CARDIA,-,3/28581
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,basophils count,FHS,-,3/52691
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,basophils count,HCHS/SOL,1/12486,2/23425
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,basophils count,JHS,-,2/6501
2025-08-27,2025-08-28,code 903f6d41,'Got it working with the two other sheets': COPDGene + FHS added,basophils count,MESA,3/4270,2/3126
